,total load actual,temp,Week,Month,Day,Hour,dayOfWeek,humidity
2015-01-01 00:00:00+00:00,24382.0,272.5127,1,1,1,0,3,82.4
2015-01-01 01:00:00+00:00,22734.0,272.0991375,1,1,1,1,3,82.0
2015-01-01 02:00:00+00:00,21286.0,272.08946875000004,1,1,1,2,3,82.0
2015-01-01 03:00:00+00:00,20264.0,272.1459,1,1,1,3,3,82.0
2015-01-01 04:00:00+00:00,19905.0,272.024,1,1,1,4,3,82.6
2015-01-01 05:00:00+00:00,20010.0,272.0584,1,1,1,5,3,82.6
2015-01-01 06:00:00+00:00,20377.0,272.3466,1,1,1,6,3,82.2
2015-01-01 07:00:00+00:00,20094.0,273.9936,1,1,1,7,3,81.2
2015-01-01 08:00:00+00:00,20637.0,274.1972,1,1,1,8,3,81.0
2015-01-01 09:00:00+00:00,22250.0,275.2296,1,1,1,9,3,76.2
2015-01-01 10:00:00+00:00,23547.0,282.2453375,1,1,1,10,3,72.4
2015-01-01 11:00:00+00:00,24133.0,283.00146875,1,1,1,11,3,69.2
2015-01-01 12:00:00+00:00,24713.0,282.70210000000003,1,1,1,12,3,71.4
2015-01-01 13:00:00+00:00,24672.0,284.35119375000005,1,1,1,13,3,52.8
2015-01-01 14:00:00+00:00,23528.0,284.89760625,1,1,1,14,3,51.0
2015-01-01 15:00:00+00:00,23118.0,281.2869,1,1,1,15,3,66.4
2015-01-01 16:00:00+00:00,23606.0,283.21899375,1,1,1,16,3,58.8
2015-01-01 17:00:00+00:00,26447.0,280.994,1,1,1,17,3,68.2
2015-01-01 18:00:00+00:00,28020.0,279.66695625,1,1,1,18,3,69.4
2015-01-01 19:00:00+00:00,29014.0,277.19359999999995,1,1,1,19,3,81.0
2015-01-01 20:00:00+00:00,29571.0,275.6182,1,1,1,20,3,84.2
2015-01-01 21:00:00+00:00,29031.0,275.6856,1,1,1,21,3,83.8
2015-01-01 22:00:00+00:00,26798.0,274.24226250000004,1,1,1,22,3,84.2
2015-01-01 23:00:00+00:00,27070.0,274.22813125000005,1,1,1,23,3,84.2
2015-01-02 00:00:00+00:00,24935.0,274.0337,1,1,2,0,4,84.4
2015-01-02 01:00:00+00:00,23214.0,273.59266875000003,1,1,2,1,4,84.8
2015-01-02 02:00:00+00:00,22540.0,273.45833125,1,1,2,2,4,84.8
2015-01-02 03:00:00+00:00,22096.0,273.4648,1,1,2,3,4,85.0
2015-01-02 04:00:00+00:00,22066.0,272.9289375,1,1,2,4,4,84.4
2015-01-02 05:00:00+00:00,22275.0,272.88846875,1,1,2,5,4,84.6
2015-01-02 06:00:00+00:00,23025.0,273.169,1,1,2,6,4,84.2
2015-01-02 07:00:00+00:00,23699.0,275.02393125,1,1,2,7,4,83.4
2015-01-02 08:00:00+00:00,25834.0,275.19746875,1,1,2,8,4,83.2
2015-01-02 09:00:00+00:00,27927.0,276.246,1,1,2,9,4,78.8
2015-01-02 10:00:00+00:00,29072.0,280.48186875,1,1,2,10,4,75.2
2015-01-02 11:00:00+00:00,29071.0,282.91313750000006,1,1,2,11,4,63.6
2015-01-02 12:00:00+00:00,29439.0,283.43940000000003,1,1,2,12,4,74.0
2015-01-02 13:00:00+00:00,29241.0,285.725925,1,1,2,13,4,52.0
2015-01-02 14:00:00+00:00,27973.0,286.107475,1,1,2,14,4,52.0
2015-01-02 15:00:00+00:00,27320.0,282.58820000000003,1,1,2,15,4,68.4
2015-01-02 16:00:00+00:00,27157.0,284.27000000000004,1,1,2,16,4,63.0
2015-01-02 17:00:00+00:00,29045.0,282.05100000000004,1,1,2,17,4,73.6
2015-01-02 18:00:00+00:00,31967.0,280.1599,1,1,2,18,4,82.6
2015-01-02 19:00:00+00:00,33266.0,278.2275,1,1,2,19,4,85.0
2015-01-02 20:00:00+00:00,33668.0,276.623,1,1,2,20,4,85.4
2015-01-02 21:00:00+00:00,32426.0,276.6406,1,1,2,21,4,85.6
2015-01-02 22:00:00+00:00,29705.0,276.08260000000007,1,1,2,22,4,85.8
2015-01-02 23:00:00+00:00,25564.0,275.5153,1,1,2,23,4,85.6
2015-01-03 00:00:00+00:00,23584.0,275.0334,1,1,3,0,5,84.4
2015-01-03 01:00:00+00:00,22194.0,274.75993125,1,1,3,1,5,85.2
2015-01-03 02:00:00+00:00,21296.0,274.32686875,1,1,3,2,5,84.2
2015-01-03 03:00:00+00:00,21145.0,274.31360000000006,1,1,3,3,5,84.2
2015-01-03 04:00:00+00:00,21316.0,274.30953125,1,1,3,4,5,84.0
2015-01-03 05:00:00+00:00,21674.0,273.8546625,1,1,3,5,5,83.6
2015-01-03 06:00:00+00:00,22127.0,274.0041,1,1,3,6,5,83.2
2015-01-03 07:00:00+00:00,22756.0,274.7111375,1,1,3,7,5,83.0
2015-01-03 08:00:00+00:00,24654.0,275.9068625,1,1,3,8,5,84.4
2015-01-03 09:00:00+00:00,26454.0,276.8661,1,1,3,9,5,80.6
2015-01-03 10:00:00+00:00,26959.0,283.7470625,1,1,3,10,5,76.6
2015-01-03 11:00:00+00:00,26716.0,284.41853125,1,1,3,11,5,74.0
2015-01-03 12:00:00+00:00,26802.0,284.1812,1,1,3,12,5,76.2
2015-01-03 13:00:00+00:00,26416.0,285.15559999999994,1,1,3,13,5,72.0
2015-01-03 14:00:00+00:00,25362.0,287.198,1,1,3,14,5,68.0
2015-01-03 15:00:00+00:00,24770.0,285.18035000000003,1,1,3,15,5,71.6
2015-01-03 16:00:00+00:00,24501.0,285.40399375,1,1,3,16,5,63.0
2015-01-03 17:00:00+00:00,24992.0,283.15100625,1,1,3,17,5,71.0
2015-01-03 18:00:00+00:00,27964.0,281.2858,1,1,3,18,5,84.6
2015-01-03 19:00:00+00:00,29694.0,277.69913125000005,1,1,3,19,5,85.8
2015-01-03 20:00:00+00:00,29874.0,277.01666875,1,1,3,20,5,76.4
2015-01-03 21:00:00+00:00,28979.0,277.5143,1,1,3,21,5,73.4
2015-01-03 22:00:00+00:00,26863.0,276.0756,1,1,3,22,5,71.2
2015-01-03 23:00:00+00:00,25254.0,275.8,1,1,3,23,5,71.8
2015-01-04 00:00:00+00:00,23620.0,276.033,1,1,4,0,6,71.8
2015-01-04 01:00:00+00:00,22606.0,275.82620000000003,1,1,4,1,6,73.0
2015-01-04 02:00:00+00:00,22191.0,275.88500000000005,1,1,4,2,6,73.6
2015-01-04 03:00:00+00:00,21929.0,275.88520000000005,1,1,4,3,6,74.2
2015-01-04 04:00:00+00:00,22195.0,275.77846875,1,1,4,4,6,76.8
2015-01-04 05:00:00+00:00,24035.0,275.72953125,1,1,4,5,6,77.6
2015-01-04 06:00:00+00:00,26807.0,276.0565,1,1,4,6,6,78.6
2015-01-04 07:00:00+00:00,28316.0,276.92006875,1,1,4,7,6,78.0
2015-01-04 08:00:00+00:00,29871.0,277.97113125,1,1,4,8,6,78.0
2015-01-04 09:00:00+00:00,30585.0,278.78740000000005,1,1,4,9,6,76.2
2015-01-04 10:00:00+00:00,30772.0,279.01486875,1,1,4,10,6,76.2
2015-01-04 11:00:00+00:00,30685.0,285.91893125,1,1,4,11,6,72.4
2015-01-04 12:00:00+00:00,30429.0,286.0086,1,1,4,12,6,72.4
2015-01-04 13:00:00+00:00,28741.0,286.8436,1,1,4,13,6,68.0
2015-01-04 14:00:00+00:00,28249.0,287.5586,1,1,4,14,6,67.4
2015-01-04 15:00:00+00:00,28105.0,287.1772,1,1,4,15,6,69.8
2015-01-04 16:00:00+00:00,27908.0,284.73046875,1,1,4,16,6,77.4
2015-01-04 17:00:00+00:00,27577.0,281.86893125000006,1,1,4,17,6,86.4
2015-01-04 18:00:00+00:00,27418.0,280.1983,1,1,4,18,6,85.0
2015-01-04 19:00:00+00:00,28604.0,278.53206875,1,1,4,19,6,84.8
2015-01-04 20:00:00+00:00,30346.0,278.03803750000003,1,1,4,20,6,84.6
2015-01-04 21:00:00+00:00,28190.0,278.09000000000003,1,1,4,21,6,85.0
2015-01-04 22:00:00+00:00,26270.0,276.46863125,1,1,4,22,6,83.4
2015-01-04 23:00:00+00:00,25069.0,276.11976250000004,1,1,4,23,6,86.0
2015-01-05 00:00:00+00:00,23390.0,275.9745,2,1,5,0,0,79.6
2015-01-05 01:00:00+00:00,21988.0,275.62073124999995,2,1,5,1,0,79.6
2015-01-05 02:00:00+00:00,21182.0,275.14806875,2,1,5,2,0,81.4
2015-01-05 03:00:00+00:00,20778.0,275.1292,2,1,5,3,0,81.6
2015-01-05 04:00:00+00:00,20309.0,275.76766875,2,1,5,4,0,83.4
2015-01-05 05:00:00+00:00,20252.0,275.5977375,2,1,5,5,0,83.4
2015-01-05 06:00:00+00:00,19964.0,275.814,2,1,5,6,0,84.0
2015-01-05 07:00:00+00:00,20796.0,276.34180000000003,2,1,5,7,0,83.6
2015-01-05 08:00:00+00:00,22478.0,277.4924,2,1,5,8,0,84.2
2015-01-05 09:00:00+00:00,23834.0,278.51340000000005,2,1,5,9,0,78.8
2015-01-05 10:00:00+00:00,24429.0,280.89106875,2,1,5,10,0,76.0
2015-01-05 11:00:00+00:00,,283.58873125,2,1,5,11,0,76.4
2015-01-05 12:00:00+00:00,,284.4702,2,1,5,12,0,74.2
2015-01-05 13:00:00+00:00,,285.11620000000005,2,1,5,13,0,69.8
2015-01-05 14:00:00+00:00,,285.3111,2,1,5,14,0,70.4
2015-01-05 15:00:00+00:00,,283.04734375,2,1,5,15,0,79.0
2015-01-05 16:00:00+00:00,,283.813325,2,1,5,16,0,78.2
2015-01-05 17:00:00+00:00,21888.0,282.12066875,2,1,5,17,0,85.0
2015-01-05 18:00:00+00:00,22048.0,280.00480000000005,2,1,5,18,0,82.0
2015-01-05 19:00:00+00:00,22858.0,277.9974,2,1,5,19,0,87.2
2015-01-05 20:00:00+00:00,25604.0,277.87120000000004,2,1,5,20,0,88.0
2015-01-05 21:00:00+00:00,25381.0,277.9524,2,1,5,21,0,88.6
2015-01-05 22:00:00+00:00,23822.0,277.08636875,2,1,5,22,0,87.4
2015-01-05 23:00:00+00:00,23711.0,276.45173125,2,1,5,23,0,86.4
2015-01-06 00:00:00+00:00,22354.0,276.3952,2,1,6,0,1,86.0
2015-01-06 01:00:00+00:00,21546.0,275.6827375,2,1,6,1,1,85.0
2015-01-06 02:00:00+00:00,21171.0,275.70306874999994,2,1,6,2,1,83.6
2015-01-06 03:00:00+00:00,21042.0,275.4535,2,1,6,3,1,85.4
2015-01-06 04:00:00+00:00,21618.0,274.8759375,2,1,6,4,1,86.2
2015-01-06 05:00:00+00:00,23433.0,274.99166875000003,2,1,6,5,1,86.4
2015-01-06 06:00:00+00:00,25885.0,275.25789999999995,2,1,6,6,1,83.8
2015-01-06 07:00:00+00:00,28456.0,277.1484625,2,1,6,7,1,88.4
2015-01-06 08:00:00+00:00,29708.0,277.7145375,2,1,6,8,1,86.0
2015-01-06 09:00:00+00:00,30887.0,278.787,2,1,6,9,1,82.8
2015-01-06 10:00:00+00:00,31409.0,280.7718,2,1,6,10,1,78.0
2015-01-06 11:00:00+00:00,31947.0,282.3664,2,1,6,11,1,78.2
2015-01-06 12:00:00+00:00,32078.0,282.9648,2,1,6,12,1,77.2
2015-01-06 13:00:00+00:00,31193.0,283.8897375,2,1,6,13,1,75.6
2015-01-06 14:00:00+00:00,30542.0,283.98746875,2,1,6,14,1,75.6
2015-01-06 15:00:00+00:00,30591.0,281.70739999999995,2,1,6,15,1,81.8
2015-01-06 16:00:00+00:00,30799.0,280.4069375,2,1,6,16,1,85.2
2015-01-06 17:00:00+00:00,30481.0,279.86746875,2,1,6,17,1,88.0
2015-01-06 18:00:00+00:00,30147.0,278.7685,2,1,6,18,1,85.4
2015-01-06 19:00:00+00:00,30120.0,277.1600625,2,1,6,19,1,86.4
2015-01-06 20:00:00+00:00,30747.0,277.08073125,2,1,6,20,1,87.8
2015-01-06 21:00:00+00:00,29978.0,277.22476875,2,1,6,21,1,87.2
2015-01-06 22:00:00+00:00,27421.0,276.8300625,2,1,6,22,1,86.6
2015-01-06 23:00:00+00:00,30518.0,276.6989375,2,1,6,23,1,90.0
2015-01-07 00:00:00+00:00,28484.0,276.6041,2,1,7,0,2,86.6
2015-01-07 01:00:00+00:00,27026.0,276.24186875,2,1,7,1,2,85.4
2015-01-07 02:00:00+00:00,26248.0,276.36693125,2,1,7,2,2,86.6
2015-01-07 03:00:00+00:00,25838.0,276.4587,2,1,7,3,2,86.8
2015-01-07 04:00:00+00:00,26021.0,275.7166,2,1,7,4,2,84.8
2015-01-07 05:00:00+00:00,26992.0,275.62,2,1,7,5,2,82.0
2015-01-07 06:00:00+00:00,28625.0,275.6224,2,1,7,6,2,83.6
2015-01-07 07:00:00+00:00,31015.0,275.8288625,2,1,7,7,2,85.0
2015-01-07 08:00:00+00:00,33276.0,276.38694375,2,1,7,8,2,87.2
2015-01-07 09:00:00+00:00,34221.0,279.95990625,2,1,7,9,2,78.2
2015-01-07 10:00:00+00:00,34796.0,279.88893125,2,1,7,10,2,82.4
2015-01-07 11:00:00+00:00,35535.0,282.83286875,2,1,7,11,2,76.4
2015-01-07 12:00:00+00:00,35752.0,282.9224,2,1,7,12,2,74.8
2015-01-07 13:00:00+00:00,35605.0,283.2955375,2,1,7,13,2,71.0
2015-01-07 14:00:00+00:00,36020.0,283.89326875,2,1,7,14,2,69.8
2015-01-07 15:00:00+00:00,36066.0,281.0254,2,1,7,15,2,80.8
2015-01-07 16:00:00+00:00,36195.0,282.7783375,2,1,7,16,2,75.2
2015-01-07 17:00:00+00:00,35739.0,281.06566875000004,2,1,7,17,2,82.2
2015-01-07 18:00:00+00:00,35188.0,279.49165000000005,2,1,7,18,2,78.6
2015-01-07 19:00:00+00:00,34470.0,277.62093125,2,1,7,19,2,84.2
2015-01-07 20:00:00+00:00,33716.0,277.30366875,2,1,7,20,2,84.8
2015-01-07 21:00:00+00:00,32697.0,276.88930000000005,2,1,7,21,2,85.2
2015-01-07 22:00:00+00:00,30477.0,276.20506875,2,1,7,22,2,85.2
2015-01-07 23:00:00+00:00,26788.0,276.60273125000003,2,1,7,23,2,85.4
2015-01-08 00:00:00+00:00,25146.0,276.21349999999995,2,1,8,0,3,85.4
2015-01-08 01:00:00+00:00,23889.0,275.78133125,2,1,8,1,3,86.8
2015-01-08 02:00:00+00:00,23046.0,275.50046875000004,2,1,8,2,3,86.8
2015-01-08 03:00:00+00:00,22587.0,275.3487,2,1,8,3,3,87.0
2015-01-08 04:00:00+00:00,22361.0,275.14480000000003,2,1,8,4,3,87.0
2015-01-08 05:00:00+00:00,22551.0,274.8442,2,1,8,5,3,86.6
2015-01-08 06:00:00+00:00,22543.0,274.9282,2,1,8,6,3,86.4
2015-01-08 07:00:00+00:00,24042.0,274.6651375,2,1,8,7,3,86.4
2015-01-08 08:00:00+00:00,25932.0,276.32286875,2,1,8,8,3,87.4
2015-01-08 09:00:00+00:00,27664.0,278.73850000000004,2,1,8,9,3,77.4
2015-01-08 10:00:00+00:00,28448.0,279.13826875000007,2,1,8,10,3,74.2
2015-01-08 11:00:00+00:00,28881.0,283.64753125,2,1,8,11,3,71.2
2015-01-08 12:00:00+00:00,29329.0,283.8505,2,1,8,12,3,69.6
2015-01-08 13:00:00+00:00,29026.0,285.7788,2,1,8,13,3,61.6
2015-01-08 14:00:00+00:00,28237.0,286.204,2,1,8,14,3,60.2
2015-01-08 15:00:00+00:00,27868.0,284.52645,2,1,8,15,3,65.6
2015-01-08 16:00:00+00:00,27654.0,283.91939999999994,2,1,8,16,3,69.4
2015-01-08 17:00:00+00:00,27507.0,282.2158,2,1,8,17,3,75.0
2015-01-08 18:00:00+00:00,27544.0,280.59430000000003,2,1,8,18,3,79.4
2015-01-08 19:00:00+00:00,27578.0,278.4654,2,1,8,19,3,78.6
2015-01-08 20:00:00+00:00,28222.0,278.66040000000004,2,1,8,20,3,76.6
2015-01-08 21:00:00+00:00,28221.0,278.2894,2,1,8,21,3,78.6
2015-01-08 22:00:00+00:00,26436.0,277.2884,2,1,8,22,3,77.4
2015-01-08 23:00:00+00:00,27485.0,277.1074,2,1,8,23,3,76.6
2015-01-09 00:00:00+00:00,25750.0,276.7488,2,1,9,0,4,77.2
2015-01-09 01:00:00+00:00,24760.0,276.5186,2,1,9,1,4,74.8
2015-01-09 02:00:00+00:00,24188.0,276.7392,2,1,9,2,4,73.2
2015-01-09 03:00:00+00:00,23840.0,276.6307,2,1,9,3,4,72.6
2015-01-09 04:00:00+00:00,24030.0,275.87993125,2,1,9,4,4,81.0
2015-01-09 05:00:00+00:00,25965.0,275.51246875000004,2,1,9,5,4,77.2
2015-01-09 06:00:00+00:00,28266.0,275.78110000000004,2,1,9,6,4,75.6
2015-01-09 07:00:00+00:00,29981.0,275.52426875000003,2,1,9,7,4,76.4
2015-01-09 08:00:00+00:00,31932.0,276.62493125000003,2,1,9,8,4,75.4
2015-01-09 09:00:00+00:00,33325.0,279.822,2,1,9,9,4,69.6
2015-01-09 10:00:00+00:00,34144.0,281.25826875,2,1,9,10,4,68.6
2015-01-09 11:00:00+00:00,35040.0,284.79093125,2,1,9,11,4,63.0
2015-01-09 12:00:00+00:00,35524.0,285.11990000000003,2,1,9,12,4,62.6
2015-01-09 13:00:00+00:00,34579.0,286.31806874999995,2,1,9,13,4,58.6
2015-01-09 14:00:00+00:00,33792.0,286.9275375,2,1,9,14,4,58.0
2015-01-09 15:00:00+00:00,33768.0,284.3872375,2,1,9,15,4,67.6
2015-01-09 16:00:00+00:00,33696.0,285.643325,2,1,9,16,4,65.6
2015-01-09 17:00:00+00:00,33154.0,283.74966875,2,1,9,17,4,73.2
2015-01-09 18:00:00+00:00,32440.0,282.9163,2,1,9,18,4,71.4
2015-01-09 19:00:00+00:00,32384.0,281.6024625,2,1,9,19,4,77.4
2015-01-09 20:00:00+00:00,33976.0,279.88673750000004,2,1,9,20,4,81.4
2015-01-09 21:00:00+00:00,31420.0,279.67788125,2,1,9,21,4,81.0
2015-01-09 22:00:00+00:00,28825.0,277.59265625,2,1,9,22,4,86.2
2015-01-09 23:00:00+00:00,24899.0,277.014325,2,1,9,23,4,87.0
2015-01-10 00:00:00+00:00,23505.0,277.90099999999995,2,1,10,0,5,75.8
2015-01-10 01:00:00+00:00,22589.0,277.7248,2,1,10,1,5,73.4
2015-01-10 02:00:00+00:00,22177.0,276.8139,2,1,10,2,5,76.2
2015-01-10 03:00:00+00:00,22025.0,277.81960000000004,2,1,10,3,5,70.6
2015-01-10 04:00:00+00:00,22426.0,276.8845375,2,1,10,4,5,73.2
2015-01-10 05:00:00+00:00,24361.0,277.86606875,2,1,10,5,5,68.0
2015-01-10 06:00:00+00:00,27890.0,278.00480000000005,2,1,10,6,5,67.4
2015-01-10 07:00:00+00:00,29335.0,278.74386875,2,1,10,7,5,68.6
2015-01-10 08:00:00+00:00,29951.0,278.72543125000004,2,1,10,8,5,73.0
2015-01-10 09:00:00+00:00,30452.0,280.8348,2,1,10,9,5,63.2
2015-01-10 10:00:00+00:00,30856.0,282.4655375,2,1,10,10,5,70.2
2015-01-10 11:00:00+00:00,31449.0,286.2240625,2,1,10,11,5,62.8
2015-01-10 12:00:00+00:00,31218.0,286.91060000000004,2,1,10,12,5,61.6
2015-01-10 13:00:00+00:00,30458.0,287.94246250000003,2,1,10,13,5,58.6
2015-01-10 14:00:00+00:00,29836.0,288.2387375,2,1,10,14,5,59.6
2015-01-10 15:00:00+00:00,29781.0,288.3086,2,1,10,15,5,59.4
2015-01-10 16:00:00+00:00,29929.0,286.3397,2,1,10,16,5,66.2
2015-01-10 17:00:00+00:00,29638.0,284.1444,2,1,10,17,5,72.4
2015-01-10 18:00:00+00:00,29950.0,283.8772,2,1,10,18,5,71.6
2015-01-10 19:00:00+00:00,32244.0,282.74073125,2,1,10,19,5,74.6
2015-01-10 20:00:00+00:00,31900.0,281.62446874999995,2,1,10,20,5,73.4
2015-01-10 21:00:00+00:00,28690.0,280.6344,2,1,10,21,5,70.6
2015-01-10 22:00:00+00:00,26219.0,279.75826875000007,2,1,10,22,5,70.2
2015-01-10 23:00:00+00:00,22460.0,279.00833125,2,1,10,23,5,68.8
2015-01-11 00:00:00+00:00,21033.0,279.2393,2,1,11,0,6,69.0
2015-01-11 01:00:00+00:00,19977.0,279.28933125000003,2,1,11,1,6,69.8
2015-01-11 02:00:00+00:00,19389.0,277.46506875,2,1,11,2,6,74.6
2015-01-11 03:00:00+00:00,19126.0,279.5466,2,1,11,3,6,68.8
2015-01-11 04:00:00+00:00,19199.0,277.36590000000007,2,1,11,4,6,74.8
2015-01-11 05:00:00+00:00,19404.0,279.091,2,1,11,5,6,70.4
2015-01-11 06:00:00+00:00,19500.0,278.9273,2,1,11,6,6,71.0
2015-01-11 07:00:00+00:00,20182.0,279.51716875,2,1,11,7,6,75.4
2015-01-11 08:00:00+00:00,22121.0,280.9269375,2,1,11,8,6,76.2
2015-01-11 09:00:00+00:00,23589.0,281.2722,2,1,11,9,6,75.4
2015-01-11 10:00:00+00:00,24238.0,284.81280000000004,2,1,11,10,6,72.4
2015-01-11 11:00:00+00:00,24271.0,285.07280000000003,2,1,11,11,6,72.8
2015-01-11 12:00:00+00:00,24713.0,285.45210000000003,2,1,11,12,6,71.2
2015-01-11 13:00:00+00:00,24477.0,288.1596,2,1,11,13,6,63.2
2015-01-11 14:00:00+00:00,23377.0,288.3894,2,1,11,14,6,60.4
2015-01-11 15:00:00+00:00,23037.0,287.8949,2,1,11,15,6,63.4
2015-01-11 16:00:00+00:00,23049.0,286.8908,2,1,11,16,6,66.4
2015-01-11 17:00:00+00:00,25259.0,284.4139,2,1,11,17,6,73.4
2015-01-11 18:00:00+00:00,26520.0,283.65614375,2,1,11,18,6,73.6
2015-01-11 19:00:00+00:00,27123.0,281.9678,2,1,11,19,6,78.6
2015-01-11 20:00:00+00:00,27025.0,280.0442,2,1,11,20,6,77.4
2015-01-11 21:00:00+00:00,25889.0,279.6905,2,1,11,21,6,79.4
2015-01-11 22:00:00+00:00,23940.0,277.84593125000004,2,1,11,22,6,84.2
2015-01-11 23:00:00+00:00,27085.0,277.48946875,2,1,11,23,6,85.6
2015-01-12 00:00:00+00:00,25272.0,277.3859,3,1,12,0,0,86.4
2015-01-12 01:00:00+00:00,24121.0,276.53713125,3,1,12,1,0,84.6
2015-01-12 02:00:00+00:00,23626.0,276.43726875,3,1,12,2,0,86.0
2015-01-12 03:00:00+00:00,23572.0,276.3948,3,1,12,3,0,87.0
2015-01-12 04:00:00+00:00,24070.0,275.89466875,3,1,12,4,0,87.4
2015-01-12 05:00:00+00:00,26787.0,275.65693125,3,1,12,5,0,86.6
2015-01-12 06:00:00+00:00,31511.0,275.67659999999995,3,1,12,6,0,81.8
2015-01-12 07:00:00+00:00,34046.0,275.9088,3,1,12,7,0,83.6
2015-01-12 08:00:00+00:00,34876.0,278.458,3,1,12,8,0,78.8
2015-01-12 09:00:00+00:00,35093.0,280.1553,3,1,12,9,0,75.8
2015-01-12 10:00:00+00:00,34588.0,283.19833125,3,1,12,10,0,71.8
2015-01-12 11:00:00+00:00,34347.0,284.09946875,3,1,12,11,0,69.4
2015-01-12 12:00:00+00:00,34146.0,284.803,3,1,12,12,0,67.8
2015-01-12 13:00:00+00:00,32884.0,286.20433125,3,1,12,13,0,66.6
2015-01-12 14:00:00+00:00,32422.0,287.52006874999995,3,1,12,14,0,63.6
2015-01-12 15:00:00+00:00,32502.0,286.8424,3,1,12,15,0,69.0
2015-01-12 16:00:00+00:00,33509.0,285.69,3,1,12,16,0,76.8
2015-01-12 17:00:00+00:00,35896.0,283.9672,3,1,12,17,0,77.4
2015-01-12 18:00:00+00:00,36615.0,283.7025,3,1,12,18,0,72.2
2015-01-12 19:00:00+00:00,36704.0,281.4552625,3,1,12,19,0,74.2
2015-01-12 20:00:00+00:00,35823.0,281.38273125,3,1,12,20,0,75.0
2015-01-12 21:00:00+00:00,32932.0,281.35940000000005,3,1,12,21,0,73.4
2015-01-12 22:00:00+00:00,29695.0,281.05476250000004,3,1,12,22,0,75.2
2015-01-12 23:00:00+00:00,28033.0,280.63533125000004,3,1,12,23,0,74.4
2015-01-13 00:00:00+00:00,25750.0,280.4923,3,1,13,0,1,74.2
2015-01-13 01:00:00+00:00,24517.0,279.85780000000005,3,1,13,1,1,73.6
2015-01-13 02:00:00+00:00,23911.0,279.7652,3,1,13,2,1,74.0
2015-01-13 03:00:00+00:00,23876.0,279.5902,3,1,13,3,1,74.6
2015-01-13 04:00:00+00:00,24445.0,279.1118,3,1,13,4,1,73.2
2015-01-13 05:00:00+00:00,27027.0,279.11760000000004,3,1,13,5,1,73.0
2015-01-13 06:00:00+00:00,31924.0,279.1315,3,1,13,6,1,73.2
2015-01-13 07:00:00+00:00,35351.0,279.64866875,3,1,13,7,1,76.0
2015-01-13 08:00:00+00:00,36288.0,280.12653125,3,1,13,8,1,73.8
2015-01-13 09:00:00+00:00,36612.0,281.3648,3,1,13,9,1,70.2
2015-01-13 10:00:00+00:00,36296.0,286.18493125000003,3,1,13,10,1,66.6
2015-01-13 11:00:00+00:00,35645.0,286.84306875000004,3,1,13,11,1,65.0
2015-01-13 12:00:00+00:00,35172.0,287.21930000000003,3,1,13,12,1,64.4
2015-01-13 13:00:00+00:00,33895.0,287.66473125000005,3,1,13,13,1,62.2
2015-01-13 14:00:00+00:00,33283.0,288.48466875,3,1,13,14,1,59.8
2015-01-13 15:00:00+00:00,33030.0,288.2958,3,1,13,15,1,61.2
2015-01-13 16:00:00+00:00,33542.0,285.96433125000004,3,1,13,16,1,69.8
2015-01-13 17:00:00+00:00,35944.0,285.54366250000004,3,1,13,17,1,70.8
2015-01-13 18:00:00+00:00,37553.0,285.0735,3,1,13,18,1,72.8
2015-01-13 19:00:00+00:00,37604.0,282.4645375,3,1,13,19,1,70.6
2015-01-13 20:00:00+00:00,36831.0,281.5326625,3,1,13,20,1,77.2
2015-01-13 21:00:00+00:00,33972.0,281.63880000000006,3,1,13,21,1,71.6
2015-01-13 22:00:00+00:00,30733.0,281.6836,3,1,13,22,1,72.0
2015-01-13 23:00:00+00:00,28057.0,280.8182,3,1,13,23,1,70.2
2015-01-14 00:00:00+00:00,25764.0,280.63,3,1,14,0,2,69.2
2015-01-14 01:00:00+00:00,24495.0,280.0744,3,1,14,1,2,71.4
2015-01-14 02:00:00+00:00,23887.0,280.3528,3,1,14,2,2,72.2
2015-01-14 03:00:00+00:00,23892.0,280.5749,3,1,14,3,2,72.8
2015-01-14 04:00:00+00:00,24438.0,280.21366875,3,1,14,4,2,75.0
2015-01-14 05:00:00+00:00,27040.0,279.7993375,3,1,14,5,2,76.6
2015-01-14 06:00:00+00:00,31798.0,279.7629,3,1,14,6,2,77.2
2015-01-14 07:00:00+00:00,35150.0,280.25226875,3,1,14,7,2,80.0
2015-01-14 08:00:00+00:00,35953.0,280.45953125,3,1,14,8,2,78.8
2015-01-14 09:00:00+00:00,36439.0,281.78689999999995,3,1,14,9,2,71.8
2015-01-14 10:00:00+00:00,36048.0,284.7778625,3,1,14,10,2,70.2
2015-01-14 11:00:00+00:00,35561.0,285.82253125,3,1,14,11,2,68.2
2015-01-14 12:00:00+00:00,35186.0,286.11990000000003,3,1,14,12,2,68.6
2015-01-14 13:00:00+00:00,33909.0,287.6259375,3,1,14,13,2,63.2
2015-01-14 14:00:00+00:00,33322.0,287.6218625,3,1,14,14,2,63.4
2015-01-14 15:00:00+00:00,33330.0,287.1016,3,1,14,15,2,63.8
2015-01-14 16:00:00+00:00,33811.0,285.01846875,3,1,14,16,2,67.8
2015-01-14 17:00:00+00:00,36114.0,284.46973125000005,3,1,14,17,2,68.8
2015-01-14 18:00:00+00:00,37535.0,284.4931,3,1,14,18,2,68.2
2015-01-14 19:00:00+00:00,37633.0,281.73966875,3,1,14,19,2,76.0
